rule_id,cwe_id,is_string_concat,is_parameterized_query,has_sanitizer_nearby,in_test_file,is_in_vendor_or_generated_dir,taint_source_distance,function_complexity,code_snippet_length,variable_name_entropy,is_user_input_direct,has_type_validation,is_third_party_lib_call,same_finding_seen_before_count,developer_dismissed_similar_before,file_change_frequency,is_authenticated_endpoint,label
xss-unescaped,CWE-79,0,1,0,0,0,14,2,48,4.19,0,0,0,7,1,11,1,0
sqli-concat,CWE-89,1,0,1,0,0,11,16,396,3.12,0,0,0,3,0,44,0,1
sqli-concat,CWE-89,0,1,0,1,0,9,14,380,2.76,1,0,0,4,0,0,1,0
insecure-deserialize,CWE-502,0,1,1,0,0,9,30,195,2.03,1,1,0,7,0,34,1,0
sqli-concat,CWE-89,1,0,0,0,0,20,9,233,2.45,0,1,0,9,0,38,1,0
xss-unescaped,CWE-79,1,0,0,0,0,2,26,326,1.91,0,1,0,1,1,48,1,1
hardcoded-secret,CWE-798,0,1,0,0,0,7,28,272,1.72,1,0,0,6,0,0,0,0
sqli-concat,CWE-89,1,0,1,0,0,16,28,315,4.01,0,1,0,3,1,11,1,0
xss-unescaped,CWE-79,1,0,0,1,0,9,3,224,3.88,0,1,0,8,0,44,0,0
path-traversal,CWE-22,0,1,1,1,0,4,12,107,1.62,0,0,0,4,0,14,0,0
path-traversal,CWE-22,1,0,1,0,0,15,23,97,3.44,0,0,0,1,0,36,0,1
sqli-concat,CWE-89,1,0,0,0,0,16,18,397,2.59,0,1,0,5,0,36,1,0
xss-unescaped,CWE-79,0,0,0,0,0,6,20,260,2.59,1,1,0,10,0,42,1,0
insecure-deserialize,CWE-502,0,1,1,0,0,15,24,178,2.26,1,0,0,10,0,48,1,0
insecure-deserialize,CWE-502,0,0,1,0,0,10,4,198,3.84,1,0,1,10,1,5,0,0
xss-unescaped,CWE-79,1,0,0,1,0,14,26,222,3.72,1,1,0,10,1,49,0,0
ssrf-request,CWE-918,1,0,1,0,0,3,26,254,2.4,1,1,0,6,0,5,1,1
hardcoded-secret,CWE-798,0,0,0,1,0,11,17,225,2.01,1,1,0,5,0,39,1,0
xss-unescaped,CWE-79,0,1,1,0,0,11,5,245,3.71,0,0,0,0,1,33,1,0
insecure-deserialize,CWE-502,0,1,1,0,0,17,20,303,3.5,0,0,0,5,1,26,0,0
ssrf-request,CWE-918,0,0,1,0,0,7,21,160,3.58,0,0,1,2,0,26,1,0
xss-unescaped,CWE-79,1,0,1,0,0,5,1,191,4.05,0,1,1,8,1,45,0,0
sqli-concat,CWE-89,1,0,1,1,0,9,20,393,3.12,1,0,0,9,0,29,0,1
path-traversal,CWE-22,1,0,1,1,0,6,3,154,2.79,1,1,0,4,0,9,0,0
path-traversal,CWE-22,1,0,1,0,0,17,17,352,3.36,1,1,0,4,0,16,1,0
hardcoded-secret,CWE-798,0,0,1,0,0,20,30,89,3.67,0,1,1,0,0,38,1,0
xss-unescaped,CWE-79,1,0,1,0,0,3,23,317,2.13,0,0,0,4,1,33,1,1
hardcoded-secret,CWE-798,1,0,0,0,0,12,14,80,4.26,1,1,0,6,0,8,0,1
sqli-concat,CWE-89,1,0,0,0,0,11,20,149,3.06,0,0,0,2,1,28,1,1
xss-unescaped,CWE-79,0,0,0,0,1,6,26,353,3.65,0,1,0,2,0,29,1,0
path-traversal,CWE-22,0,0,0,0,0,3,7,298,3.6,0,1,0,0,1,26,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,17,11,282,2.7,1,1,0,4,0,1,0,1
insecure-deserialize,CWE-502,0,1,0,0,0,6,30,359,3.07,1,0,1,5,1,39,1,0
path-traversal,CWE-22,1,0,0,0,0,6,23,292,4.47,0,1,0,3,0,14,0,1
ssrf-request,CWE-918,1,0,0,0,0,6,7,101,4.25,1,1,0,4,0,28,1,1
ssrf-request,CWE-918,1,0,0,0,0,18,23,359,3.83,0,1,0,0,1,9,0,1
ssrf-request,CWE-918,1,0,1,0,0,9,15,60,4.37,0,0,1,4,0,22,1,0
path-traversal,CWE-22,0,1,1,0,0,5,28,251,3.0,0,0,0,3,0,22,1,0
xss-unescaped,CWE-79,0,0,1,0,1,5,6,301,2.53,1,0,0,2,1,2,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,14,17,329,3.68,0,1,1,7,0,18,0,0
sqli-concat,CWE-89,1,0,1,1,0,18,28,55,2.58,1,1,1,7,0,25,1,0
path-traversal,CWE-22,0,1,1,0,0,9,24,363,2.79,0,0,0,9,1,44,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,15,1,25,3.48,0,0,0,4,1,37,1,0
xss-unescaped,CWE-79,1,0,1,0,0,14,1,345,3.17,0,0,0,0,0,15,0,1
insecure-deserialize,CWE-502,0,0,1,0,0,13,5,298,2.17,0,1,1,8,1,4,0,0
ssrf-request,CWE-918,0,0,1,0,0,7,15,163,4.01,1,1,0,10,0,31,0,0
ssrf-request,CWE-918,1,0,0,1,0,13,12,331,2.79,1,1,0,7,0,21,1,0
hardcoded-secret,CWE-798,0,1,1,1,0,8,23,342,2.66,0,1,0,8,0,18,0,0
ssrf-request,CWE-918,0,1,0,0,0,5,24,359,4.19,0,1,1,8,0,32,0,0
sqli-concat,CWE-89,1,0,1,0,0,3,20,342,3.63,1,1,0,4,0,3,0,1
sqli-concat,CWE-89,0,1,1,0,0,9,15,123,1.58,0,1,1,3,1,23,0,0
xss-unescaped,CWE-79,0,0,1,1,0,10,1,397,3.61,1,0,0,0,0,5,0,0
insecure-deserialize,CWE-502,0,0,1,0,0,6,12,264,3.22,0,0,0,7,0,16,0,0
xss-unescaped,CWE-79,0,0,1,0,0,1,3,303,4.2,0,0,1,3,0,32,1,0
path-traversal,CWE-22,0,0,0,0,0,20,14,374,2.03,1,0,0,3,0,8,0,1
sqli-concat,CWE-89,0,0,0,0,0,7,17,62,4.48,1,1,0,2,0,38,0,1
ssrf-request,CWE-918,0,1,1,0,0,12,6,116,1.85,0,0,0,3,0,25,0,0
sqli-concat,CWE-89,1,0,0,0,0,14,29,340,2.7,1,0,1,1,0,41,0,1
insecure-deserialize,CWE-502,0,0,1,0,0,11,27,35,1.84,0,0,1,3,0,16,1,0
path-traversal,CWE-22,0,1,0,0,0,17,16,220,2.53,1,1,0,2,0,41,1,0
xss-unescaped,CWE-79,0,0,1,0,0,7,4,221,1.58,1,0,0,10,1,49,0,0
hardcoded-secret,CWE-798,1,0,0,1,0,19,20,214,4.08,1,1,1,0,0,38,1,0
path-traversal,CWE-22,1,0,1,0,0,8,28,386,1.91,0,1,0,7,0,43,1,0
ssrf-request,CWE-918,0,0,1,1,0,3,9,355,1.65,0,0,0,3,1,48,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,18,23,289,3.16,0,0,0,9,1,36,1,0
xss-unescaped,CWE-79,0,1,0,0,0,18,11,400,2.32,0,0,0,1,1,26,0,0
xss-unescaped,CWE-79,1,0,0,0,1,8,14,273,3.13,1,0,0,9,1,12,0,1
xss-unescaped,CWE-79,0,0,1,0,0,14,9,244,2.59,1,1,0,7,1,17,0,0
path-traversal,CWE-22,0,1,0,0,0,13,8,74,2.87,0,1,0,0,0,22,1,0
sqli-concat,CWE-89,0,0,1,0,0,3,12,244,2.03,1,0,0,1,0,34,1,1
sqli-concat,CWE-89,0,1,1,1,0,7,29,212,1.73,0,1,0,0,1,21,1,0
insecure-deserialize,CWE-502,1,0,1,1,1,9,6,399,2.69,1,1,1,3,0,5,1,0
sqli-concat,CWE-89,0,1,1,0,0,11,9,193,4.04,1,1,0,3,1,5,0,0
ssrf-request,CWE-918,1,0,0,0,0,5,8,287,2.63,1,0,0,10,1,49,1,1
insecure-deserialize,CWE-502,0,1,0,0,0,2,19,186,4.01,0,0,0,9,0,26,1,0
sqli-concat,CWE-89,0,0,0,0,0,9,28,29,2.22,1,1,0,7,1,2,0,0
insecure-deserialize,CWE-502,1,0,0,0,0,19,11,384,3.48,0,1,1,9,1,16,1,0
ssrf-request,CWE-918,1,0,1,0,0,10,5,63,4.44,1,1,1,2,0,10,0,0
sqli-concat,CWE-89,0,1,0,0,0,15,7,158,2.42,1,1,0,3,0,7,1,0
insecure-deserialize,CWE-502,0,0,0,0,0,17,20,269,3.66,0,0,0,0,0,6,0,1
insecure-deserialize,CWE-502,1,0,1,0,0,3,24,398,2.22,1,1,0,4,0,45,0,1
hardcoded-secret,CWE-798,1,0,0,0,0,18,7,347,2.14,1,1,1,10,0,35,0,0
insecure-deserialize,CWE-502,0,0,0,0,1,11,13,160,3.41,1,0,1,5,0,8,0,0
ssrf-request,CWE-918,1,0,0,0,1,17,26,324,2.33,0,1,0,1,0,26,0,0
sqli-concat,CWE-89,1,0,1,0,0,13,23,352,1.75,0,0,1,7,0,19,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,17,30,299,4.07,0,0,0,10,0,18,1,1
path-traversal,CWE-22,0,0,1,0,0,4,21,95,2.52,0,0,0,10,1,35,0,0
ssrf-request,CWE-918,0,0,1,0,0,19,2,334,2.73,0,0,0,5,1,13,0,0
ssrf-request,CWE-918,1,0,1,0,1,10,13,362,3.09,0,0,0,7,0,48,0,0
path-traversal,CWE-22,0,0,1,0,0,2,17,343,3.04,1,0,0,7,1,50,0,1
ssrf-request,CWE-918,0,1,1,0,0,14,16,389,2.41,1,0,0,5,0,30,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,15,5,238,2.91,1,0,1,8,0,6,1,1
ssrf-request,CWE-918,1,0,1,0,0,12,1,40,2.08,0,0,0,6,1,25,0,0
sqli-concat,CWE-89,0,0,1,0,0,9,12,107,4.36,1,0,0,9,1,48,0,0
path-traversal,CWE-22,1,0,0,0,0,8,11,64,2.8,0,1,0,7,0,8,1,0
insecure-deserialize,CWE-502,0,1,0,0,1,12,27,127,2.7,1,0,0,7,0,13,1,0
xss-unescaped,CWE-79,0,1,1,0,0,17,8,258,1.92,0,1,0,2,0,37,0,0
sqli-concat,CWE-89,0,0,0,0,0,2,1,298,3.58,0,1,1,0,0,28,0,1
hardcoded-secret,CWE-798,0,0,0,1,0,7,22,83,3.4,0,1,0,10,1,5,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,8,15,71,3.28,1,0,0,6,0,24,0,1
insecure-deserialize,CWE-502,1,0,1,0,0,12,10,174,3.68,0,1,0,8,1,29,0,0
path-traversal,CWE-22,1,0,0,0,1,5,21,250,2.09,1,1,0,4,1,8,0,1
insecure-deserialize,CWE-502,0,0,1,0,0,20,15,366,3.52,0,0,0,0,0,6,1,0
ssrf-request,CWE-918,1,0,1,0,0,3,22,370,3.68,0,1,0,10,0,40,0,1
path-traversal,CWE-22,1,0,0,1,0,16,14,261,1.78,1,0,0,9,0,39,0,1
insecure-deserialize,CWE-502,0,0,1,0,0,5,28,260,2.64,1,1,0,6,0,43,1,0
hardcoded-secret,CWE-798,0,1,0,0,0,9,20,192,4.25,0,1,0,4,0,27,1,0
xss-unescaped,CWE-79,0,1,0,0,0,7,2,47,1.95,0,0,0,7,1,24,1,0
xss-unescaped,CWE-79,0,1,1,0,0,15,7,388,3.61,0,1,1,7,0,13,0,0
path-traversal,CWE-22,1,0,0,0,0,19,4,37,3.31,1,1,0,0,1,13,0,1
path-traversal,CWE-22,1,0,1,1,0,15,25,305,4.16,0,1,0,9,0,17,0,0
path-traversal,CWE-22,1,0,0,0,0,20,22,31,3.3,1,1,1,10,0,40,0,1
sqli-concat,CWE-89,1,0,1,0,1,8,23,159,2.76,1,1,1,3,0,14,1,0
ssrf-request,CWE-918,0,1,0,0,0,19,1,357,2.5,0,0,0,4,1,28,0,0
ssrf-request,CWE-918,0,1,1,0,0,9,12,42,3.32,1,0,0,6,0,20,0,0
xss-unescaped,CWE-79,0,0,1,0,0,20,21,104,2.3,0,1,0,6,0,11,0,0
xss-unescaped,CWE-79,0,1,1,0,0,8,17,251,1.69,0,0,0,4,0,18,1,0
path-traversal,CWE-22,0,1,0,0,0,13,9,245,2.33,0,0,0,2,0,21,0,0
xss-unescaped,CWE-79,1,0,1,1,0,18,26,229,3.63,0,0,0,4,0,33,0,0
xss-unescaped,CWE-79,0,1,0,0,0,14,23,386,3.48,0,1,0,0,1,1,0,0
ssrf-request,CWE-918,1,0,1,0,0,17,1,74,4.47,0,0,1,5,1,6,0,0
hardcoded-secret,CWE-798,0,1,0,0,1,20,19,316,1.85,1,0,1,5,0,6,0,0
ssrf-request,CWE-918,1,0,1,0,0,14,26,358,2.98,0,1,0,2,0,13,0,0
ssrf-request,CWE-918,1,0,0,0,1,4,20,236,1.75,0,0,1,1,1,17,1,0
xss-unescaped,CWE-79,0,0,1,0,0,2,27,129,2.93,1,1,0,8,0,9,1,0
hardcoded-secret,CWE-798,0,1,1,0,0,6,29,232,3.87,0,0,1,6,0,23,0,0
path-traversal,CWE-22,1,0,1,0,0,6,4,80,3.16,0,0,1,10,1,42,0,0
insecure-deserialize,CWE-502,0,0,0,0,0,12,19,280,3.81,0,0,0,2,0,50,1,0
insecure-deserialize,CWE-502,1,0,1,0,0,17,23,329,4.49,0,1,0,9,1,35,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,3,3,92,3.76,1,0,0,6,1,49,0,1
insecure-deserialize,CWE-502,0,1,1,0,0,14,27,41,4.13,1,0,0,8,1,17,1,0
ssrf-request,CWE-918,1,0,1,0,0,12,1,226,1.53,1,0,0,2,0,29,1,1
hardcoded-secret,CWE-798,1,0,1,0,1,8,22,336,3.41,1,0,0,2,0,17,0,1
hardcoded-secret,CWE-798,0,0,1,0,0,15,30,353,2.83,1,0,0,10,0,29,1,1
path-traversal,CWE-22,0,1,0,0,0,13,28,166,2.99,1,0,0,4,0,24,1,0
ssrf-request,CWE-918,0,0,1,0,0,15,13,63,1.86,0,1,0,3,0,33,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,2,4,222,2.61,1,1,1,4,0,4,1,0
path-traversal,CWE-22,0,0,0,0,1,5,11,95,2.32,1,0,0,6,1,0,1,0
insecure-deserialize,CWE-502,1,0,1,1,0,15,6,75,2.59,1,0,0,5,1,14,1,0
xss-unescaped,CWE-79,0,0,0,0,0,12,30,231,1.55,0,1,0,3,0,46,0,0
sqli-concat,CWE-89,0,0,1,1,0,8,24,75,3.88,0,1,1,8,1,31,0,0
hardcoded-secret,CWE-798,0,1,1,0,0,18,5,372,4.12,0,0,1,6,1,9,0,0
sqli-concat,CWE-89,0,1,0,0,0,1,2,368,3.2,1,0,1,5,1,33,1,0
xss-unescaped,CWE-79,1,0,1,0,0,15,10,197,4.1,1,0,0,7,1,9,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,11,7,187,1.85,0,0,0,3,0,23,0,1
ssrf-request,CWE-918,0,1,0,0,0,9,15,223,2.92,1,0,0,8,0,31,1,0
hardcoded-secret,CWE-798,1,0,0,0,0,5,2,340,2.92,0,1,0,9,0,23,0,0
path-traversal,CWE-22,0,0,0,0,1,10,23,62,2.27,0,0,0,1,0,24,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,20,13,176,2.56,1,0,0,9,1,30,0,1
sqli-concat,CWE-89,1,0,0,0,1,8,29,161,3.86,0,1,1,7,0,1,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,20,20,274,2.59,1,1,0,8,0,5,1,0
ssrf-request,CWE-918,1,0,0,1,0,5,4,207,3.22,1,0,0,3,0,31,1,1
ssrf-request,CWE-918,0,0,0,0,0,6,6,137,4.11,0,1,0,7,0,7,1,0
insecure-deserialize,CWE-502,0,1,1,0,0,16,24,274,2.27,0,1,0,5,0,0,1,0
path-traversal,CWE-22,0,0,0,0,0,6,26,371,3.44,0,1,1,8,0,35,1,0
path-traversal,CWE-22,0,1,1,0,0,7,20,125,2.09,1,1,0,6,0,42,0,0
path-traversal,CWE-22,1,0,1,0,0,9,18,200,4.47,0,1,0,4,0,21,1,0
ssrf-request,CWE-918,0,0,1,1,0,14,12,70,1.96,0,0,1,3,0,43,0,0
path-traversal,CWE-22,0,1,0,0,0,9,21,290,1.78,1,1,1,8,1,45,1,0
ssrf-request,CWE-918,1,0,0,0,1,8,16,313,3.76,0,1,0,6,0,31,0,0
path-traversal,CWE-22,1,0,1,0,0,16,16,269,2.6,1,0,0,4,0,16,0,1
ssrf-request,CWE-918,1,0,0,0,0,18,1,300,3.46,0,1,1,2,0,38,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,1,2,68,1.72,0,1,0,0,0,11,0,0
path-traversal,CWE-22,1,0,1,0,0,3,9,319,3.31,1,0,1,6,1,16,1,1
insecure-deserialize,CWE-502,0,1,0,0,0,16,8,291,3.48,1,1,0,3,0,11,0,0
ssrf-request,CWE-918,1,0,0,0,0,6,25,119,2.87,0,0,0,8,1,36,1,1
xss-unescaped,CWE-79,1,0,1,0,0,16,4,360,4.03,1,1,0,2,1,31,1,0
sqli-concat,CWE-89,0,0,1,0,0,20,4,258,3.53,0,1,0,9,0,21,1,0
ssrf-request,CWE-918,1,0,0,0,0,17,11,364,3.31,1,1,1,7,1,37,1,0
xss-unescaped,CWE-79,0,1,1,0,0,16,2,106,2.65,1,1,0,5,0,16,1,0
ssrf-request,CWE-918,1,0,1,0,1,9,27,318,3.4,0,1,0,10,1,15,1,0
path-traversal,CWE-22,1,0,1,0,0,5,9,32,3.82,1,0,0,0,0,17,1,1
hardcoded-secret,CWE-798,0,1,1,1,0,8,15,198,2.34,0,1,0,5,0,13,0,0
insecure-deserialize,CWE-502,1,0,1,0,0,6,24,330,1.86,1,1,1,8,0,17,0,0
path-traversal,CWE-22,0,1,0,0,0,9,3,200,1.5,0,0,1,4,1,20,0,0
sqli-concat,CWE-89,0,1,1,0,0,18,15,343,3.24,1,1,0,10,0,44,1,0
path-traversal,CWE-22,0,0,0,1,0,5,29,268,2.09,1,1,0,9,0,3,1,0
sqli-concat,CWE-89,0,0,0,0,0,16,14,42,2.95,1,0,0,8,0,29,1,0
ssrf-request,CWE-918,1,0,0,0,0,8,28,31,2.78,0,1,0,10,0,45,1,1
ssrf-request,CWE-918,0,1,0,1,0,12,22,348,3.56,0,1,0,6,1,30,1,0
path-traversal,CWE-22,1,0,0,0,0,18,22,81,4.32,0,1,1,3,0,8,0,1
path-traversal,CWE-22,1,0,1,0,0,19,17,172,4.38,0,0,0,8,0,21,0,1
path-traversal,CWE-22,0,0,1,0,0,12,4,35,3.96,1,0,1,8,0,34,1,0
path-traversal,CWE-22,1,0,0,0,0,8,9,284,4.02,0,1,1,5,0,44,0,0
hardcoded-secret,CWE-798,1,0,0,0,0,17,2,334,1.53,1,0,1,6,1,16,0,0
insecure-deserialize,CWE-502,0,1,1,0,0,11,24,339,3.01,1,1,1,8,0,36,1,0
insecure-deserialize,CWE-502,0,0,0,1,0,2,15,340,4.16,1,0,0,9,1,7,1,0
xss-unescaped,CWE-79,0,0,0,0,0,20,22,338,2.71,0,0,1,5,1,25,1,0
hardcoded-secret,CWE-798,0,0,0,0,0,19,4,200,2.33,0,0,0,3,1,1,0,0
xss-unescaped,CWE-79,1,0,0,0,0,11,1,31,2.38,0,0,1,6,1,8,0,0
hardcoded-secret,CWE-798,0,0,0,1,0,2,30,197,2.39,1,0,1,5,0,31,1,0
xss-unescaped,CWE-79,0,1,1,0,0,11,8,289,3.99,0,0,0,10,0,32,0,0
path-traversal,CWE-22,1,0,0,0,0,4,17,195,2.05,1,1,1,8,0,5,1,1
hardcoded-secret,CWE-798,0,0,0,1,0,4,19,236,3.68,1,1,0,8,0,6,1,0
sqli-concat,CWE-89,1,0,1,0,0,4,29,385,4.04,0,1,0,4,0,21,0,1
path-traversal,CWE-22,1,0,1,0,1,12,20,377,3.9,1,1,0,1,1,32,0,0
insecure-deserialize,CWE-502,0,1,1,0,1,10,15,251,3.38,1,1,0,2,0,45,0,0
xss-unescaped,CWE-79,0,1,0,1,0,19,26,147,2.95,0,0,0,4,1,23,1,0
ssrf-request,CWE-918,1,0,1,0,0,9,30,388,4.04,1,0,0,9,0,26,1,1
sqli-concat,CWE-89,0,1,1,0,0,11,29,35,4.29,1,1,0,0,0,7,0,0
xss-unescaped,CWE-79,1,0,0,0,1,13,12,121,3.92,1,0,0,3,0,31,0,1
sqli-concat,CWE-89,1,0,1,1,0,11,18,143,3.87,1,1,1,2,1,27,0,0
xss-unescaped,CWE-79,1,0,1,0,0,14,14,280,1.66,1,0,0,9,0,32,1,1
insecure-deserialize,CWE-502,0,1,0,0,0,3,12,188,3.54,0,0,0,9,0,14,0,0
path-traversal,CWE-22,1,0,0,0,0,20,22,144,4.11,1,0,0,8,1,34,1,1
insecure-deserialize,CWE-502,0,0,0,0,0,18,7,325,1.73,0,0,0,6,0,2,0,0
insecure-deserialize,CWE-502,0,0,1,0,0,19,2,114,4.23,0,1,0,10,1,4,0,0
ssrf-request,CWE-918,1,0,1,1,0,15,17,70,3.76,1,1,0,4,1,8,0,0
ssrf-request,CWE-918,0,1,0,0,0,6,24,227,2.8,0,1,0,0,0,41,0,0
insecure-deserialize,CWE-502,0,1,1,0,0,15,20,353,2.48,1,1,1,4,0,36,0,0
hardcoded-secret,CWE-798,1,0,1,0,0,10,30,151,2.65,1,0,0,5,0,27,1,1
hardcoded-secret,CWE-798,0,0,1,0,0,5,21,213,3.88,0,1,0,9,0,26,0,0
sqli-concat,CWE-89,0,0,0,0,0,5,9,216,3.18,0,0,0,3,0,35,1,0
sqli-concat,CWE-89,1,0,0,0,1,14,16,174,3.62,1,1,0,0,1,50,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,15,22,224,3.46,1,1,0,8,0,3,1,1
hardcoded-secret,CWE-798,0,0,1,0,0,16,21,237,2.28,1,0,1,3,0,2,1,0
path-traversal,CWE-22,0,1,1,0,0,9,26,149,2.03,0,0,1,8,0,16,1,0
insecure-deserialize,CWE-502,0,1,0,0,0,11,3,343,3.22,1,0,1,6,0,6,0,0
xss-unescaped,CWE-79,1,0,1,0,1,3,21,154,4.47,0,1,1,6,1,13,0,0
path-traversal,CWE-22,0,1,0,0,1,18,4,20,2.71,0,1,0,5,0,38,0,0
ssrf-request,CWE-918,1,0,1,0,0,10,19,228,2.59,1,0,0,2,0,39,1,1
sqli-concat,CWE-89,0,1,0,0,1,17,27,119,1.63,0,1,0,5,0,2,1,0
sqli-concat,CWE-89,0,0,0,0,0,18,19,253,2.36,0,1,0,7,0,9,0,0
hardcoded-secret,CWE-798,0,0,0,0,0,8,26,64,2.04,1,1,1,2,0,25,0,0
path-traversal,CWE-22,1,0,1,0,0,14,25,94,2.25,1,0,0,2,1,43,0,1
path-traversal,CWE-22,1,0,0,0,1,11,4,23,1.52,1,1,0,9,0,29,0,0
sqli-concat,CWE-89,0,0,0,0,0,15,28,372,3.3,0,1,1,3,0,14,0,0
sqli-concat,CWE-89,1,0,1,0,0,19,23,183,4.4,1,1,0,0,1,37,1,1
xss-unescaped,CWE-79,0,0,0,0,0,9,6,222,3.55,1,1,0,9,0,46,0,0
hardcoded-secret,CWE-798,0,0,1,0,0,18,17,36,3.84,0,0,0,5,1,14,1,0
xss-unescaped,CWE-79,0,0,1,0,0,12,23,174,2.08,0,0,0,8,1,7,1,0
hardcoded-secret,CWE-798,0,1,1,0,1,5,4,256,1.53,1,1,0,2,0,44,0,0
ssrf-request,CWE-918,0,0,1,0,0,18,12,214,3.09,1,1,0,9,0,47,0,0
insecure-deserialize,CWE-502,0,0,0,1,0,12,24,205,4.18,1,0,0,10,0,37,0,1
path-traversal,CWE-22,1,0,1,0,0,20,23,151,3.67,1,1,1,5,1,47,1,0
ssrf-request,CWE-918,0,1,1,0,0,16,28,215,4.1,1,1,0,0,0,41,1,0
path-traversal,CWE-22,0,0,1,0,1,6,14,33,3.78,1,0,0,6,0,1,0,0
sqli-concat,CWE-89,0,1,0,0,0,3,19,162,4.03,0,1,0,3,1,31,1,0
insecure-deserialize,CWE-502,0,0,1,1,0,17,15,258,3.97,0,0,0,9,0,44,1,0
ssrf-request,CWE-918,0,0,0,0,0,14,21,355,3.82,1,1,0,7,0,40,1,0
ssrf-request,CWE-918,1,0,1,0,0,19,22,77,4.47,0,0,0,1,1,23,1,1
xss-unescaped,CWE-79,1,0,1,0,0,20,6,200,1.63,0,1,0,4,1,46,1,0
insecure-deserialize,CWE-502,1,0,0,0,0,4,18,86,3.69,1,1,0,4,0,38,0,1
hardcoded-secret,CWE-798,1,0,1,0,0,8,12,217,3.31,0,0,0,0,1,39,0,1
sqli-concat,CWE-89,1,0,1,0,0,19,4,96,2.64,0,1,1,9,0,23,0,0
insecure-deserialize,CWE-502,0,0,0,0,0,18,16,305,2.15,1,0,0,7,0,15,1,1
hardcoded-secret,CWE-798,0,1,0,0,1,20,22,161,3.83,1,1,0,1,0,10,1,0
ssrf-request,CWE-918,0,1,1,0,0,8,19,104,3.9,0,0,0,7,0,21,0,0
xss-unescaped,CWE-79,1,0,1,0,0,2,11,186,4.4,1,1,1,9,0,19,0,1
sqli-concat,CWE-89,0,1,0,0,1,11,7,199,2.24,0,0,0,7,0,37,0,0
path-traversal,CWE-22,0,0,1,0,0,7,13,322,3.61,1,1,0,9,0,12,0,0
path-traversal,CWE-22,1,0,1,1,0,17,18,181,2.47,1,0,1,9,0,17,1,0
sqli-concat,CWE-89,0,0,0,0,0,16,25,323,2.92,1,1,1,2,0,0,0,0
ssrf-request,CWE-918,0,1,0,0,0,5,25,341,3.26,1,0,0,8,1,4,0,0
sqli-concat,CWE-89,1,0,1,0,0,7,10,254,2.61,0,1,0,10,0,11,1,0
hardcoded-secret,CWE-798,1,0,1,0,0,6,1,111,4.38,1,1,1,9,1,10,0,0
insecure-deserialize,CWE-502,0,1,0,0,0,3,25,247,2.24,1,1,0,0,1,39,1,1
hardcoded-secret,CWE-798,1,0,0,0,0,2,14,45,3.89,0,0,0,5,0,12,1,1
xss-unescaped,CWE-79,0,1,0,0,0,1,30,107,2.0,1,1,0,6,0,38,1,0
path-traversal,CWE-22,1,0,0,0,0,11,9,82,2.08,1,1,0,0,0,21,0,1
hardcoded-secret,CWE-798,1,0,1,0,0,15,21,333,1.8,1,0,0,5,0,19,0,1
xss-unescaped,CWE-79,0,0,0,0,0,6,19,318,4.23,0,1,0,0,1,13,1,0
insecure-deserialize,CWE-502,1,0,0,0,0,10,28,106,2.74,0,0,1,0,0,19,0,1
xss-unescaped,CWE-79,0,1,1,0,0,17,17,286,2.67,1,0,0,2,0,38,0,1
xss-unescaped,CWE-79,1,0,1,1,0,11,20,72,4.24,1,0,1,5,0,9,0,0
ssrf-request,CWE-918,0,0,0,0,0,17,11,90,2.15,0,0,0,8,0,45,0,0
insecure-deserialize,CWE-502,0,0,1,0,1,13,16,61,3.39,0,0,1,5,0,48,1,0
xss-unescaped,CWE-79,0,1,1,0,0,15,16,217,1.59,0,1,0,6,1,30,1,0
sqli-concat,CWE-89,1,0,1,1,0,3,2,249,3.45,1,0,0,3,0,50,1,1
sqli-concat,CWE-89,0,1,0,0,0,15,26,90,2.53,1,1,1,6,1,42,0,0
ssrf-request,CWE-918,0,1,1,0,0,8,19,302,2.46,0,0,1,8,0,24,0,0
insecure-deserialize,CWE-502,0,1,1,0,0,16,29,397,4.26,0,1,1,7,1,14,0,0
ssrf-request,CWE-918,1,0,0,0,0,3,24,238,3.55,0,0,0,4,1,46,0,1
hardcoded-secret,CWE-798,0,1,0,0,1,12,1,390,3.18,1,1,0,9,0,25,0,0
hardcoded-secret,CWE-798,1,0,1,0,1,14,5,56,2.21,1,1,0,4,0,47,1,0
hardcoded-secret,CWE-798,0,0,1,0,0,11,4,120,3.95,0,1,0,5,0,37,1,0
xss-unescaped,CWE-79,1,0,0,1,0,4,1,325,2.73,0,0,1,6,0,48,1,0
insecure-deserialize,CWE-502,0,1,0,0,1,16,8,274,4.15,0,0,0,6,1,31,1,0
